,carat,depth,table,price,x,y,z,y_val
13906,1.08,62.1,57.0,5661,6.57,6.54,4.07,1
24525,2.01,62.1,56.0,12814,8.06,8.13,5.03,3
50760,0.7,62.1,60.0,2299,5.71,5.73,3.55,0
26676,0.27,62.2,54.0,426,4.13,4.17,2.58,0
40324,0.39,59.5,58.0,1126,4.77,4.74,2.83,0
53567,0.56,60.9,56.0,2696,5.4,5.33,3.27,0
37894,0.41,61.6,55.0,1007,4.74,4.77,2.93,0
5264,0.72,61.7,56.0,3795,5.73,5.77,3.55,1
43756,0.41,61.9,56.0,1439,4.77,4.79,2.96,0
21858,1.22,62.3,57.0,9920,6.79,6.83,4.24,2
27360,0.41,64.3,54.0,646,4.68,4.72,3.02,0
26284,2.01,62.3,58.0,15773,8.06,8.11,5.04,4
35774,0.5,63.2,55.0,912,5.03,5.07,3.19,0
40396,0.5,60.9,61.0,1133,5.06,5.15,3.11,0
33679,0.3,61.1,57.0,837,4.34,4.36,2.65,0
45641,0.25,62.0,54.0,525,4.05,4.08,2.52,0
48766,0.5,62.0,58.0,2018,5.06,5.07,3.14,0
2956,0.82,62.5,56.0,3295,6.01,5.96,3.74,0
9386,0.32,63.3,57.0,589,4.37,4.38,2.77,0
3369,0.3,62.3,56.0,407,4.28,4.29,2.67,0
18497,1.04,63.2,57.0,7534,6.44,6.41,4.06,2
42178,0.5,63.9,57.0,1286,5.06,5.02,3.22,0
44113,0.46,61.6,54.0,1558,4.97,5.0,3.07,0
45611,0.51,61.9,56.0,1691,5.12,5.16,3.18,0
2647,0.83,62.7,57.0,3231,5.96,6.01,3.75,0
15263,1.52,64.9,58.0,6129,7.16,7.13,4.64,1
26055,2.0,62.8,56.0,15258,8.04,7.95,5.02,4
3180,0.91,63.2,61.0,3340,6.01,6.27,3.88,0
4301,0.7,62.2,58.0,3591,5.63,5.69,3.52,1
7864,1.0,62.1,61.0,4307,6.36,6.4,3.96,1
44080,0.51,61.2,60.0,1554,5.11,5.18,3.15,0
33874,0.3,62.0,55.0,844,4.35,4.3,2.68,0
40546,0.42,61.9,56.0,1150,4.8,4.85,2.98,0
9856,0.9,61.7,56.0,4678,6.18,6.21,3.82,1
53477,0.7,58.2,60.0,2681,5.75,5.79,3.36,0
53514,0.72,61.4,56.0,2686,5.75,5.78,3.54,0
15367,0.3,60.9,56.0,605,4.32,4.35,2.64,0
16544,1.0,62.7,58.0,6608,6.4,6.33,3.99,1
48078,0.6,61.1,55.0,1930,5.46,5.48,3.34,0
32028,0.35,62.7,55.0,778,4.51,4.55,2.84,0
8725,0.38,62.0,55.0,586,4.67,4.72,2.91,0
2992,0.9,62.1,58.0,3303,6.08,6.13,3.79,0
8034,0.88,62.0,59.0,4334,6.12,6.13,3.8,1
35675,0.42,63.8,54.0,910,4.74,4.79,3.04,0
30806,0.3,60.5,58.0,743,4.35,4.38,2.64,0
26245,2.03,63.0,61.0,15690,7.99,8.04,5.05,4
49778,0.7,61.2,56.0,2161,5.72,5.78,3.52,0
21284,1.2,60.2,60.0,9442,6.91,6.82,4.13,2
7742,1.07,59.9,59.0,4278,6.67,6.61,3.98,1
11514,1.39,62.2,56.0,5021,7.2,7.15,4.46,1
42412,0.48,62.6,55.0,1311,5.0,5.07,3.15,0
1411,0.92,59.2,60.0,2968,6.4,6.35,3.76,0
28230,0.33,62.2,56.0,666,4.44,4.46,2.77,0
19808,1.01,61.8,59.0,8373,6.47,6.41,3.98,2
19404,1.12,61.2,56.0,8063,6.67,6.73,4.11,2
44531,0.5,63.3,58.0,1602,5.03,5.05,3.19,0
37522,0.47,63.8,59.0,987,4.9,4.88,3.12,0
6630,1.0,56.8,65.0,4086,6.61,6.49,3.72,1
49291,0.33,61.8,54.0,539,4.45,4.48,2.76,0
18782,1.06,62.3,59.0,7679,6.52,6.48,4.05,2
25545,1.5,61.4,55.0,14372,7.44,7.35,4.54,4
31904,0.3,62.2,59.0,776,4.31,4.28,2.67,0
19801,1.52,61.2,59.0,8366,7.39,7.36,4.51,2
8242,1.05,60.2,61.0,4374,6.64,6.61,3.99,1
29445,0.41,62.5,58.0,702,4.74,4.77,2.97,0
50174,1.03,58.2,64.0,2220,6.64,6.69,3.88,0
49859,0.77,62.5,60.0,2171,5.84,5.8,3.64,0
8910,0.9,62.7,59.0,4493,6.1,6.14,3.84,1
29373,0.31,59.1,59.0,698,4.44,4.42,2.62,0
47081,0.69,62.1,57.0,1822,5.65,5.62,3.5,0
38928,0.48,62.4,55.0,1053,4.99,5.03,3.12,0
16785,2.01,64.0,56.0,6686,7.93,7.91,5.07,1
39433,0.41,61.5,57.0,1076,4.79,4.77,2.94,0
2487,0.8,61.7,56.0,3195,5.96,6.0,3.69,0
41277,0.41,63.8,57.0,503,4.69,4.72,3.0,0
13648,1.05,60.6,59.0,5586,6.51,6.56,3.96,1
29872,0.3,60.9,57.0,710,4.32,4.35,2.64,0
48141,0.71,61.4,56.0,1940,5.75,5.78,3.54,0
50094,0.61,62.4,57.0,2207,5.46,5.44,3.4,0
34486,0.43,61.1,59.0,867,4.83,4.86,2.96,0
51098,0.7,63.0,58.0,2335,5.69,5.64,3.57,0
20753,1.59,61.1,57.0,8994,7.48,7.54,4.59,2
48386,0.5,61.0,60.0,1966,5.08,5.12,3.11,0
30863,0.33,61.3,59.0,743,4.46,4.44,2.73,0
9520,1.01,62.9,59.0,4616,6.32,6.27,3.96,1
33298,0.31,63.6,57.0,462,4.29,4.33,2.74,0
48633,0.3,63.2,55.0,536,4.29,4.26,2.7,0
46990,0.71,64.0,56.0,1816,5.68,5.61,3.62,0
36259,0.43,61.3,56.0,935,4.89,4.87,2.99,0
16628,1.07,62.4,55.0,6648,6.53,6.58,4.09,1
17391,0.32,61.1,56.0,612,4.41,4.39,2.69,0
27104,2.12,61.5,58.0,17254,8.3,8.26,5.09,4
19341,1.5,64.3,57.0,8043,7.2,7.29,4.66,2
20508,1.7,61.5,58.0,8840,7.74,7.64,4.73,2
41309,0.5,60.2,62.0,1213,5.1,5.13,3.08,0
48727,0.52,59.8,57.0,2012,5.26,5.24,3.14,0
43517,0.51,61.1,65.0,1424,5.14,5.11,3.13,0
44107,0.51,60.7,56.0,1557,5.18,5.23,3.16,0
30001,0.43,62.4,56.0,716,4.81,4.83,3.01,0
7749,1.03,61.9,56.0,4280,6.47,6.43,3.99,1
196,0.7,61.0,57.0,2777,5.73,5.68,3.48,0
22195,1.51,62.5,60.0,10235,7.28,7.32,4.56,2
19523,1.02,61.0,56.0,8157,6.52,6.49,3.97,2
10049,0.31,62.3,58.0,418,4.35,4.38,2.72,0
39639,0.49,61.5,58.0,1084,5.08,5.06,3.12,0
27238,2.48,63.0,62.0,17607,8.62,8.58,5.42,4
35846,0.37,61.9,54.0,917,4.63,4.67,2.88,0
49573,0.59,61.0,57.0,2131,5.44,5.41,3.31,0
47073,0.52,62.3,56.0,1822,5.11,5.16,3.2,0
159,0.73,59.9,57.0,2770,5.92,5.89,3.54,0
28636,0.33,62.8,58.0,434,4.38,4.41,2.76,0
53309,0.3,62.5,60.0,552,4.24,4.27,2.66,0
49123,0.7,63.1,54.0,2066,5.73,5.65,3.59,0
22734,2.0,65.3,55.0,10752,7.88,7.79,5.12,2
6258,0.92,62.1,57.0,4011,6.2,6.26,3.87,1
5841,0.9,62.3,58.0,3919,6.18,6.09,3.82,1
10000,1.0,65.9,54.0,4704,6.24,6.2,4.1,1
49485,0.7,63.2,58.0,2117,5.64,5.6,3.55,0
51182,0.72,62.1,58.0,2347,5.74,5.72,3.57,0
15715,0.36,62.4,58.0,608,4.58,4.56,2.85,0
24027,1.64,60.6,57.0,12199,7.66,7.69,4.65,3
42575,0.51,60.1,59.8,1328,5.14,5.19,3.1,0
43520,0.59,62.0,53.0,1424,5.38,5.43,3.35,0
51167,0.8,62.2,58.0,2346,5.99,5.93,3.71,0
30844,0.33,61.9,58.0,743,4.45,4.43,2.75,0
22248,1.23,60.3,57.0,10304,6.98,6.97,4.21,2
18083,1.5,63.6,58.0,7308,7.23,7.2,4.59,2
53042,0.73,61.5,55.0,2605,5.79,5.84,3.57,0
7187,0.96,59.6,59.0,4187,6.36,6.42,3.81,1
24381,0.32,60.7,62.0,638,4.43,4.4,2.68,0
34558,0.41,63.8,56.0,871,4.69,4.74,3.01,0
27988,0.3,61.8,58.0,658,4.26,4.28,2.64,0
52217,0.81,62.8,57.0,2482,5.95,5.92,3.73,0
25752,1.52,61.9,56.0,14698,7.31,7.35,4.54,4
49760,0.83,60.6,63.0,2159,6.03,6.08,3.67,0
35994,0.42,61.4,56.0,921,4.82,4.85,2.97,0
2840,0.7,59.3,62.0,3270,5.74,5.77,3.41,0
53887,0.52,61.5,57.0,2749,5.15,5.19,3.18,0
7138,1.01,62.9,56.0,4176,6.36,6.39,4.01,1
10842,1.06,61.6,59.0,4872,6.55,6.54,4.03,1
48847,0.81,65.7,57.0,2031,5.8,5.75,3.79,0
52094,0.74,60.9,56.0,2459,5.83,5.86,3.56,0
44971,0.32,61.2,56.0,523,4.42,4.44,2.71,0
10731,0.33,61.0,61.0,594,4.46,4.43,2.71,0
31642,0.25,59.8,59.0,450,4.07,4.09,2.44,0
51945,0.72,62.4,57.0,2441,5.73,5.72,3.57,0
36907,0.42,61.5,55.0,961,4.83,4.86,2.98,0
49394,0.71,64.5,56.0,2104,5.61,5.56,3.6,0
36703,0.32,59.4,60.0,952,4.47,4.45,2.65,0
20308,1.04,59.2,58.0,8722,6.68,6.66,3.95,2
32770,0.34,61.3,57.0,803,4.5,4.44,2.74,0
1442,0.82,63.3,56.0,2975,5.99,5.95,3.78,0
21953,1.51,60.6,58.0,10020,7.47,7.39,4.5,2
35432,0.32,62.1,54.0,900,4.42,4.4,2.74,0
44519,0.58,62.4,58.0,1600,5.3,5.34,3.32,0
40233,0.39,61.7,59.0,1123,4.69,4.64,2.88,0
11062,0.35,57.9,60.0,596,4.65,4.68,2.7,0
2986,0.9,61.7,60.0,3301,6.17,6.24,3.83,0
20559,1.2,62.4,56.0,8870,6.74,6.68,4.19,2
4209,0.72,62.9,59.0,3566,5.75,5.67,3.59,1
41695,0.49,59.8,59.0,1240,5.16,5.14,3.08,0
39411,0.41,61.3,55.0,1076,4.83,4.79,2.95,0
28742,0.31,61.8,55.0,680,4.33,4.35,2.68,0
2491,0.6,61.5,57.0,3196,5.42,5.45,3.34,0
52004,0.7,60.0,62.0,2444,5.79,5.75,3.46,0
48085,0.71,61.9,55.0,1932,5.69,5.75,3.54,0
46975,0.23,59.3,57.0,530,4.01,4.05,2.39,0
29494,0.32,62.6,53.0,702,4.37,4.38,2.74,0
31277,0.32,62.2,59.0,449,4.35,4.37,2.71,0
19742,1.51,63.7,58.0,8313,7.22,7.26,4.61,2
5202,1.04,63.1,58.0,3780,6.39,6.33,4.01,1
49277,0.54,61.8,56.0,2090,5.25,5.23,3.24,0
6702,0.3,60.2,62.0,410,4.37,4.34,2.62,0
40157,0.35,61.8,55.0,1116,4.56,4.54,2.81,0
2546,0.7,59.9,62.0,3206,5.69,5.74,3.42,0
37145,0.32,62.4,57.0,972,4.38,4.34,2.72,0
33420,0.32,61.9,55.0,828,4.39,4.37,2.71,0
16551,1.01,61.1,56.0,6612,6.36,6.43,3.91,1
49976,0.29,61.6,56.0,541,4.24,4.28,2.63,0
5127,0.92,61.5,56.0,3763,6.27,6.32,3.87,1
53144,0.76,58.7,61.0,2622,5.99,5.96,3.51,0
36479,0.43,61.9,55.0,943,4.84,4.86,3.0,0
24448,1.51,59.8,65.0,12709,7.36,7.43,4.42,3
27103,2.1,60.8,60.0,17250,8.24,8.35,5.04,4
27001,1.51,63.7,55.0,17111,7.28,7.22,4.62,4
562,0.91,62.8,61.0,2832,6.15,6.18,3.87,0
17421,1.03,61.3,57.0,6981,6.51,6.54,4.0,1
50586,0.53,62.5,65.0,2281,5.11,5.17,3.21,0
24009,2.11,61.5,57.0,12179,8.3,8.25,5.09,3
4780,0.97,61.6,55.0,3694,6.37,6.32,3.91,1
5688,1.01,60.6,61.0,3888,6.38,6.45,3.89,1
34640,0.31,61.9,55.0,872,4.39,4.34,2.7,0
35830,0.4,61.1,57.0,915,4.72,4.78,2.9,0
2727,0.34,62.6,55.0,565,4.46,4.49,2.8,0
39896,0.42,61.9,55.0,1103,4.82,4.78,2.97,0
41431,0.51,61.1,59.0,1227,5.15,5.09,3.13,0
39753,0.42,61.9,54.2,1094,4.8,4.82,2.98,0
37882,0.48,62.9,60.0,1005,4.93,4.9,3.09,0
14799,1.2,62.3,56.0,5955,6.76,6.81,4.23,1
37764,0.41,61.8,54.0,999,4.79,4.76,2.95,0
47706,0.58,61.6,55.0,1884,5.33,5.38,3.3,0
27172,2.0,61.1,58.0,17436,8.11,8.08,4.95,4
43218,0.5,64.1,58.0,1397,5.03,5.01,3.22,0
10869,1.15,62.4,56.0,4877,6.7,6.74,4.19,1
2717,0.3,62.3,57.0,564,4.28,4.32,2.68,0
4278,0.8,62.2,57.0,3584,5.98,5.95,3.71,1
7561,0.93,60.5,57.0,4250,6.37,6.32,3.84,1
31784,0.42,60.0,59.0,773,4.85,4.88,2.92,0
51979,0.31,61.5,55.0,547,4.39,4.42,2.71,0
38686,0.39,61.6,61.0,1041,4.71,4.74,2.91,0
5254,1.01,59.2,59.0,3792,6.52,6.62,3.89,1
45655,0.25,63.1,55.0,526,3.98,4.04,2.53,0
39407,0.41,58.6,61.0,1076,4.87,4.83,2.84,0
48071,0.57,61.8,55.0,1929,5.33,5.38,3.31,0
19827,1.51,61.2,60.0,8396,7.39,7.37,4.52,2
26401,2.01,62.1,60.0,15919,7.96,8.01,4.96,4
37891,0.46,63.1,56.0,1006,4.9,4.87,3.08,0
40082,0.33,61.2,57.0,1114,4.47,4.45,2.73,0
48710,0.7,61.5,58.0,2010,5.69,5.76,3.52,0
32093,0.33,60.7,57.0,781,4.46,4.5,2.72,0
49605,0.7,64.6,59.0,2137,5.49,5.54,3.56,0
12844,1.25,61.6,57.0,5355,6.98,6.91,4.28,1
53926,0.71,61.9,56.0,2756,5.71,5.73,3.54,0
8813,1.02,60.3,59.0,4476,6.44,6.5,3.9,1
36679,0.4,62.5,55.0,950,4.73,4.71,2.95,0
8559,1.1,62.6,57.0,4435,6.6,6.56,4.12,1
35781,0.32,61.4,56.0,912,4.4,4.43,2.71,0
48080,0.6,62.2,55.0,1931,5.38,5.43,3.36,0
22359,0.31,62.6,57.0,628,4.38,4.34,2.73,0
51698,0.78,60.9,57.0,2400,5.92,5.97,3.62,0
52815,0.71,61.2,57.0,2572,5.83,5.77,3.55,0
48125,0.54,60.3,58.0,1939,5.26,5.32,3.19,0
2695,0.9,63.4,59.0,3246,6.08,6.04,3.84,0
21881,1.21,59.4,59.0,9954,6.92,7.01,4.14,2
44497,0.51,61.4,54.0,1599,5.15,5.18,3.17,0
22179,1.5,61.7,56.0,10219,7.36,7.32,4.53,2
32228,0.31,62.0,55.0,789,4.34,4.37,2.7,0
24209,1.72,62.7,58.0,12396,7.54,7.6,4.75,3
26232,1.55,61.6,56.0,15658,7.38,7.45,4.57,4
5187,0.9,62.7,58.0,3774,6.13,6.08,3.83,1
45294,0.51,61.9,57.0,1662,5.12,5.09,3.16,0
49934,0.71,62.8,59.0,2185,5.64,5.67,3.55,0
4087,0.9,60.3,63.0,3534,6.12,6.22,3.72,1
15554,1.34,63.0,57.0,6237,6.9,7.01,4.38,1
17234,0.9,63.7,57.0,6892,6.1,6.12,3.89,1
53152,0.71,64.2,58.0,2623,5.62,5.59,3.6,0
19553,1.11,60.7,59.0,8184,6.6,6.65,4.02,2
44650,0.28,62.0,57.0,522,4.21,4.24,2.62,0
52909,0.64,61.8,54.0,2587,5.53,5.56,3.42,0
35524,0.43,59.8,58.0,905,4.89,4.94,2.94,0
35142,0.37,62.8,65.0,889,4.51,4.54,2.84,0
41603,0.3,58.7,63.0,393,4.32,4.37,2.55,0
5757,1.04,60.6,59.0,3896,6.6,6.56,3.99,1
1228,1.0,57.6,61.0,2940,6.67,6.6,3.82,0
45852,0.56,61.1,57.0,1715,5.31,5.34,3.25,0
42657,0.5,60.6,59.0,1333,5.03,5.13,3.08,0
805,0.83,62.3,58.0,2863,6.01,5.97,3.73,0
29986,0.32,61.9,57.0,716,4.38,4.41,2.72,0
22945,1.01,63.6,55.0,10993,6.35,6.39,4.05,2
38335,0.32,61.9,55.0,1020,4.41,4.38,2.72,0
16276,1.51,62.9,58.0,6511,7.31,7.26,4.58,1
24276,1.52,60.2,58.0,12502,7.49,7.46,4.5,3
22120,1.51,62.6,53.0,10147,7.4,7.32,4.61,2
36175,0.51,62.6,59.0,930,5.06,5.1,3.18,0
3963,1.01,61.8,54.0,3507,6.47,6.42,3.98,0
44236,0.57,60.2,59.0,1573,5.35,5.38,3.23,0
42959,0.3,63.0,59.0,506,4.27,4.24,2.68,0
27622,2.09,61.3,59.0,18509,8.19,8.33,5.06,4
49842,0.71,62.1,60.0,2169,5.68,5.62,3.51,0
24789,1.51,62.0,56.0,13162,7.35,7.39,4.57,3
52448,0.59,62.6,58.0,2515,5.34,5.4,3.36,0
29516,0.38,62.2,54.0,703,4.64,4.68,2.9,0
12690,0.28,62.0,57.0,598,4.17,4.2,2.59,0
44910,0.53,62.0,55.0,1631,5.22,5.24,3.24,0
1128,0.7,63.8,58.0,2919,5.61,5.58,3.57,0
33265,0.3,62.6,54.0,826,4.28,4.31,2.69,0
4437,1.05,61.6,57.0,3616,6.55,6.51,4.02,1
50293,0.31,60.4,59.0,542,4.37,4.41,2.65,0
25803,2.33,61.8,59.0,14801,8.41,8.56,5.24,4
47770,0.7,60.9,58.0,1895,5.68,5.74,3.48,0
19708,0.42,58.6,58.0,625,4.91,4.98,2.9,0
45087,0.52,60.9,58.0,1646,5.2,5.18,3.16,0
45141,0.46,62.1,56.0,1654,4.93,4.96,3.07,0
25285,2.18,62.9,59.0,13938,8.25,8.21,5.18,3
48824,0.71,64.2,58.0,2028,5.52,5.57,3.56,0
52878,0.74,59.8,58.0,2583,5.89,5.94,3.54,0
13949,1.14,61.5,55.0,5675,6.78,6.71,4.15,1
16568,1.01,63.7,57.0,6618,6.37,6.32,4.04,1
12762,1.21,62.1,56.0,5324,6.76,6.92,4.25,1
11640,0.72,60.8,56.0,5051,5.83,5.81,3.54,1
53049,0.7,60.1,62.0,2606,5.77,5.74,3.46,0
4832,0.9,62.9,59.0,3706,6.06,6.15,3.84,1
1760,0.78,62.4,58.0,3045,5.83,5.86,3.65,0
44639,0.54,61.7,55.0,1609,5.23,5.2,3.22,0
17581,1.2,62.9,55.0,7079,6.75,6.79,4.26,1
22737,1.54,61.9,61.0,10758,7.41,7.33,4.56,2
29599,0.35,62.7,58.0,706,4.46,4.5,2.81,0
37013,0.33,60.9,59.0,965,4.49,4.45,2.72,0
53228,0.71,64.0,56.0,2641,5.59,5.63,3.59,0
47986,0.25,61.1,61.0,533,4.03,4.06,2.47,0
29885,0.3,61.7,57.0,710,4.28,4.31,2.65,0
24361,0.3,62.0,56.0,636,4.31,4.34,2.68,0
10357,1.11,62.3,58.0,4771,6.6,6.65,4.13,1
47597,0.59,62.0,56.0,1878,5.35,5.39,3.33,0
19171,1.28,59.8,59.1,7927,6.99,7.05,4.21,2
6495,0.9,60.4,59.0,4062,6.29,6.32,3.81,1
48675,0.54,62.1,59.0,2004,5.18,5.19,3.22,0
51606,0.7,65.1,52.0,2394,5.64,5.57,3.65,0
28220,0.33,59.7,61.0,666,4.44,4.47,2.66,0
9572,1.0,63.3,60.0,4626,6.33,6.24,3.98,1
29451,0.33,61.9,56.0,702,4.46,4.49,2.77,0
49928,0.7,62.9,60.0,2184,5.57,5.49,3.48,0
12061,1.01,62.4,54.0,5154,6.41,6.44,4.01,1
1399,0.32,62.3,55.0,559,4.39,4.41,2.74,0
13632,1.35,58.6,63.0,5579,7.28,7.19,4.24,1
13158,1.01,62.9,59.0,5443,6.39,6.43,4.03,1
41295,0.34,62.4,55.0,1211,4.49,4.45,2.79,0
34200,0.33,61.9,57.0,854,4.42,4.4,2.73,0
14746,1.14,61.6,56.0,5937,6.72,6.68,4.13,1
14468,1.08,62.1,56.0,5839,6.59,6.56,4.08,1
13508,1.01,63.8,58.0,5543,6.38,6.34,4.06,1
40794,0.46,61.6,62.2,1168,4.84,5.0,3.04,0
17323,1.06,62.2,57.0,6947,6.58,6.53,4.08,1
27409,2.09,61.7,59.0,18002,8.23,8.21,5.07,4
30877,0.33,61.1,58.0,743,4.47,4.43,2.72,0
51601,0.7,60.7,59.0,2394,5.66,5.68,3.44,0
43411,0.53,62.6,57.0,1412,5.17,5.15,3.23,0
1784,0.62,58.1,63.0,3050,5.59,5.66,3.27,0
42841,0.41,62.1,57.0,1356,4.79,4.75,2.96,0
40837,0.41,58.6,60.0,1172,4.83,4.87,2.84,0
43899,0.38,61.3,54.0,510,4.68,4.7,2.87,0
18841,1.51,60.4,59.0,7723,7.27,7.3,4.4,2
41951,0.23,63.3,57.0,505,3.91,3.93,2.48,0
13942,1.3,62.9,60.0,5671,6.95,6.88,4.35,1
19537,1.06,61.1,58.0,8170,6.53,6.57,4.0,2
9672,1.06,62.6,56.0,4646,6.46,6.54,4.07,1
11053,0.32,60.9,57.0,596,4.45,4.48,2.71,0
53420,0.72,60.0,59.0,2671,5.8,5.84,3.49,0
23071,2.25,60.7,56.0,11104,8.54,8.5,5.17,3
48918,0.54,60.3,58.0,2041,5.32,5.26,3.19,0
24192,1.77,62.3,58.0,12378,7.74,7.68,4.8,3
13718,0.37,60.8,56.0,603,4.67,4.71,2.85,0
4484,0.83,61.3,59.0,3625,6.08,6.02,3.71,1
44859,0.61,62.0,57.0,1627,5.43,5.46,3.37,0
28724,0.31,61.8,54.0,680,4.36,4.41,2.71,0
9437,1.0,59.5,64.0,4592,6.44,6.41,3.82,1
37553,0.32,62.1,54.0,988,4.43,4.4,2.74,0
1610,0.82,62.2,57.0,3012,6.0,5.97,3.72,0
13050,1.11,62.7,57.0,5408,6.62,6.5,4.11,1
28000,0.3,62.3,57.0,658,4.27,4.3,2.67,0
12129,1.57,62.8,56.0,5170,7.42,7.36,4.64,1
6475,0.9,62.1,59.0,4054,6.02,6.16,3.78,1
51994,0.71,62.9,56.0,2443,5.73,5.68,3.59,0
23562,1.02,62.2,59.0,11573,6.41,6.46,4.0,3
25090,2.01,60.4,59.0,13619,8.1,8.15,4.91,3
29767,0.3,60.5,60.0,709,4.34,4.32,2.62,0
324,1.0,62.3,58.0,2801,6.45,6.34,3.98,0
46905,0.56,61.4,58.0,1814,5.33,5.29,3.26,0
20502,1.59,62.1,57.0,8835,7.48,7.46,4.64,2
48981,0.34,61.4,57.0,537,4.48,4.55,2.77,0
25309,2.0,61.1,60.0,13986,8.1,8.03,4.93,3
33095,0.31,62.3,54.0,815,4.38,4.39,2.73,0
25327,2.02,58.2,57.0,14027,8.31,8.35,4.85,4
27670,2.03,59.6,60.0,18680,8.27,8.21,4.91,4
44251,0.51,62.3,61.0,1574,5.11,5.07,3.17,0
19726,1.24,62.0,55.0,8298,6.89,6.95,4.29,2
20730,1.51,65.9,56.0,8975,7.02,7.09,4.65,2
6637,0.9,61.4,58.0,4089,6.22,6.25,3.83,1
35497,0.41,63.1,59.0,904,4.75,4.7,2.98,0
53705,0.6,61.0,57.0,2718,5.43,5.46,3.32,0
39781,0.36,61.6,56.0,1094,4.57,4.55,2.81,0
8036,0.9,62.6,65.0,4334,6.1,6.04,3.8,1
23356,0.3,61.9,57.0,422,4.3,4.32,2.67,0
9690,0.36,62.2,59.0,589,4.53,4.57,2.83,0
37380,0.4,62.7,55.0,982,4.74,4.76,2.98,0
35338,0.32,61.8,55.0,898,4.38,4.42,2.72,0
50266,0.5,61.4,60.0,2238,5.07,5.1,3.12,0
40956,0.42,60.0,57.0,1179,4.84,4.86,2.91,0
37600,0.23,62.1,62.0,485,3.91,3.95,2.44,0
11862,1.03,59.2,60.0,5105,6.62,6.58,3.91,1
52922,0.58,60.8,57.0,2590,5.4,5.42,3.29,0
21680,1.5,63.1,56.0,9783,7.17,7.28,4.56,2
14682,1.03,62.5,59.0,5924,6.45,6.48,4.04,1
30767,0.36,61.3,59.0,741,4.55,4.6,2.79,0
32745,0.33,60.7,56.0,803,4.48,4.5,2.73,0
37338,0.43,62.0,57.0,981,4.82,4.85,3.0,0
3002,0.81,62.1,56.0,3303,5.95,6.0,3.71,0
44534,0.5,61.9,59.0,1603,5.06,5.08,3.14,0
20892,1.71,61.5,58.0,9116,7.74,7.54,4.7,2
51088,0.7,60.0,57.0,2335,5.74,5.8,3.46,0
21853,1.24,60.1,59.0,9916,7.02,6.99,4.21,2
29750,0.31,63.7,58.0,709,4.27,4.3,2.73,0
52384,0.7,60.8,57.0,2507,5.67,5.74,3.47,0
14196,1.01,60.7,61.0,5759,6.42,6.46,3.91,1
21764,1.52,58.1,60.0,9831,7.59,7.53,4.39,2
19942,1.24,62.3,54.0,8489,6.88,6.9,4.29,2
38959,0.31,62.4,59.0,489,4.31,4.34,2.7,0
41059,0.5,60.7,59.0,1190,5.11,5.04,3.08,0
23649,1.73,62.7,56.0,11688,7.62,7.67,4.79,3
28170,0.39,60.7,57.0,665,4.69,4.8,2.88,0
43030,0.5,62.8,56.0,1373,5.05,5.08,3.18,0
35143,0.38,61.2,57.0,889,4.67,4.64,2.85,0
35341,0.42,62.2,57.0,898,4.8,4.78,2.98,0
6196,0.9,63.2,62.0,3997,6.13,6.06,3.85,1
41492,0.51,64.2,56.0,1232,5.05,5.02,3.23,0
47357,0.54,61.7,57.0,1846,5.23,5.24,3.23,0
49940,0.63,63.3,59.2,2188,5.42,5.44,3.44,0
51970,0.29,57.4,61.0,545,4.39,4.42,2.53,0
25078,1.36,59.8,59.0,13598,7.12,7.2,4.38,3
32108,0.36,60.9,57.0,782,4.6,4.63,2.81,0
20959,1.5,60.2,65.0,9173,7.37,7.34,4.43,2
4540,1.0,59.6,62.0,3640,6.52,6.41,3.85,1
29078,0.23,58.9,60.0,688,4.03,3.95,2.35,0
48065,0.51,61.9,58.0,1928,5.15,5.1,3.17,0
6049,0.32,62.6,58.0,576,4.42,4.37,2.75,0
729,0.32,64.1,54.0,556,4.34,4.37,2.79,0
21192,1.28,61.7,55.0,9342,6.97,7.02,4.32,2
19073,1.54,64.4,60.0,7848,7.26,7.16,4.64,2
2351,0.84,65.0,57.2,3172,5.83,5.87,3.81,0
37575,0.46,61.4,56.0,990,4.97,4.99,3.06,0
51152,0.9,63.6,61.0,2344,6.07,6.03,3.85,0
47113,0.65,61.3,59.3,1828,5.52,5.59,3.4,0
29276,0.31,61.6,59.0,698,4.33,4.31,2.66,0
18249,1.2,62.6,57.0,7413,6.74,6.81,4.24,2
37948,0.28,60.4,59.0,487,4.22,4.26,2.56,0
38404,0.35,61.7,56.0,1024,4.55,4.53,2.8,0
49256,0.54,61.3,56.0,2087,5.28,5.23,3.22,0
23014,0.3,63.2,58.0,630,4.26,4.22,2.68,0
18214,1.5,62.7,57.0,7392,7.28,7.35,4.59,2
6925,0.91,62.6,58.0,4138,6.17,6.14,3.85,1
45478,0.52,60.3,56.0,1677,5.24,5.27,3.17,0
37552,0.31,61.5,58.0,988,4.37,4.35,2.68,0
19232,1.12,61.5,55.0,7970,6.67,6.69,4.11,2
4000,0.53,61.5,54.0,3517,5.27,5.21,3.22,0
18603,1.54,60.1,61.0,7589,7.41,7.46,4.47,2
22128,1.83,60.4,59.0,10162,7.89,7.85,4.75,2
27459,2.04,62.5,61.0,18115,8.08,8.04,5.04,4
23105,1.51,59.6,60.0,11129,7.47,7.43,4.44,3
31470,0.34,62.1,58.0,765,4.49,4.46,2.78,0
32194,0.35,60.9,55.0,788,4.57,4.53,2.77,0
