,A_Label,B_Label,C_Label,D_Label,E_Label
13646,,B,,,
13647,,B,,,
13648,,B,,,
13649,,B,,,
13650,,B,,,
13651,,B,,,
13652,,B,,,
13653,,B,,,
13654,,B,,,
13655,,B,,,
13656,,B,,,
13657,,B,,,
13658,,B,,,
13659,,B,,,
13660,,B,,,
13661,,B,,,
13662,,B,,,
13663,,B,,,
13664,,B,,,
13665,,B,,,
13666,,B,,,
13667,,B,,,
13668,,B,,,
13669,,B,,,
13670,,B,,,
13671,,B,,,
13672,,B,,,
13673,,B,,,
13674,,B,,,
13675,,B,,,
13676,,B,,,
13677,,B,,,
13678,,B,,,
13679,,B,,,
13680,,B,,,
13681,,B,,,
13682,,B,,,
13683,,B,,,
13684,,B,,,
13685,,B,,,
13686,,B,,,
13687,,B,,,
13688,,B,,,
13689,,B,,,
13690,,B,,,
13691,,B,,,
13692,,B,,,
13693,,B,,,
13694,,B,,,
13695,,B,,,
13696,,B,,,
13697,,B,,,
13698,,B,,,
13699,,B,,,
13700,,B,,,
13701,,B,,,
13702,,B,,,
13703,,B,,,
13704,,B,,,
13705,,B,,,
13706,,B,,,
13707,,B,,,
13708,,B,,,
13709,,B,,,
13740,,B,,,
13741,,B,,,
13742,,B,,,
13743,,B,,,
13744,,B,,,
13745,,B,,,
13746,,B,,,
13747,,B,,,
13748,,B,,,
13749,,B,,,
13750,,B,,,
13751,,B,,,
13752,,B,,,
13753,,B,,,
13754,,B,,,
13755,,B,,,
13756,,B,,,
13757,,B,,,
13758,,B,,,
13759,,B,,,
13760,,B,,,
13761,,B,,,
13762,,B,,,
13763,,B,,,
13764,,B,,,
13765,,B,,,
13766,,B,,,
13767,,B,,,
13768,,B,,,
13769,,B,,,
13770,,B,,,
13771,,B,,,
13772,,B,,,
13773,,B,,,
13774,,B,,,
13775,,B,,,
13776,,B,,,
13777,,B,,,
13778,,B,,,
13779,,B,,,
13780,,B,,,
13781,,B,,,
13782,,B,,,
13783,,B,,,
13784,,B,,,
13785,,B,,,
13786,,B,,,
13787,,B,,,
13788,,B,,,
13789,,B,,,
13790,,B,,,
13791,,B,,,
13792,,B,,,
13793,,B,,,
13794,,B,,,
13795,,B,,,
13796,,B,,,
13797,,B,,,
13798,,B,,,
13799,,B,,,
13800,,B,,,
13801,,B,,,
13802,,B,,,
13803,,B,,,
13804,,B,,,
13805,,B,,,
13806,,B,,,
13807,,B,,,
13808,,B,,,
13809,,B,,,
13810,,B,,,
13811,,B,,,
13812,,B,,,
13813,,B,,,
13814,,B,,,
13815,,B,,,
13816,,B,,,
13817,,B,,,
13818,,B,,,
13819,,B,,,
13820,,B,,,
13821,,B,,,
13822,,B,,,
13823,,B,,,
13824,,B,,,
13825,,B,,,
13826,,B,,,
13827,,B,,,
13828,,B,,,
13829,,B,,,
13830,,B,,,
13831,,B,,,
13832,,B,,,
13833,,B,,,
13834,,B,,,
13835,,B,,,
13836,,B,,,
13837,,B,,,
13838,,B,,,
13839,,B,,,
13840,,B,,,
13841,,B,,,
13842,,B,,,
13843,,B,,,
13844,,B,,,
13845,,B,,,
13846,,B,,,
13847,,B,,,
13848,,B,,,
13849,,B,,,
13850,,B,,,
13851,,B,,,
13852,,B,,,
13853,,B,,,
13854,,B,,,
13855,,B,,,
13856,,B,,,
13857,,B,,,
13858,,B,,,
13859,,B,,,
13860,,B,,,
13861,,B,,,
13862,,B,,,
13863,,B,,,
13864,,B,,,
13865,,B,,,
13866,,B,,,
13867,,B,,,
13868,,B,,,
13869,,B,,,
13870,,B,,,
13871,,B,,,
13872,,B,,,
13873,,B,,,
13874,,B,,,
13875,,B,,,
13876,,B,,,
13877,,B,,,
13878,,B,,,
13879,,B,,,
13880,,B,,,
13881,,B,,,
13882,,B,,,
13883,,B,,,
13884,,B,,,
13885,,B,,,
13886,,B,,,
13887,,B,,,
13888,,B,,,
13889,,B,,,
13890,,B,,,
13891,,B,,,
13892,,B,,,
13893,,B,,,
13894,,B,,,
13895,,B,,,
13896,,B,,,
13897,,B,,,
13898,,B,,,
13899,,B,,,
13900,,B,,,
13901,,B,,,
13902,,B,,,
13903,,B,,,
13904,,B,,,
13905,,B,,,
13906,,B,,,
13907,,B,,,
13908,,B,,,
13909,,B,,,
13910,,B,,,
13911,,B,,,
13912,,B,,,
13913,,B,,,
13914,,B,,,
13915,,B,,,
13916,,B,,,
13917,,B,,,
13918,,B,,,
13919,,B,,,
13920,,B,,,
13921,,B,,,
13922,,B,,,
13923,,B,,,
13924,,B,,,
13925,,B,,,
13926,,B,,,
13927,,B,,,
13928,,B,,,
13929,,B,,,
13930,,B,,,
13931,,B,,,
13932,,B,,,
13933,,B,,,
13934,,B,,,
13935,,B,,,
13936,,B,,,
13937,,B,,,
13938,,B,,,
13939,,B,,,
13940,,B,,,
13941,,B,,,
13942,,B,,,
13943,,B,,,
13944,,B,,,
13945,,B,,,
13946,,B,,,
13947,,B,,,
13948,,B,,,
13949,,B,,,
13950,,B,,,
13951,,B,,,
13952,,B,,,
13953,,B,,,
13954,,B,,,
13955,,B,,,
13956,,B,,,
13957,,B,,,
13958,,B,,,
13959,,B,,,
13960,,B,,,
13961,,B,,,
13962,,B,,,
13963,,B,,,
13964,,B,,,
13965,,B,,,
13966,,B,,,
13967,,B,,,
13968,,B,,,
13969,,B,,,
13970,,B,,,
13971,,B,,,
13972,,B,,,
13973,,B,,,
13974,,B,,,
13975,,B,,,
13976,,B,,,
13977,,B,,,
13978,,B,,,
13979,,B,,,
13980,,B,,,
13981,,B,,,
13982,,B,,,
13983,,B,,,
13984,,B,,,
13985,,B,,,
13986,,B,,,
13987,,B,,,
13988,,B,,,
13989,,B,,,
13990,,B,,,
13991,,B,,,
13992,,B,,,
13993,,B,,,
13994,,B,,,
13995,,B,,,
13996,,B,,,
13997,,B,,,
13998,,B,,,
13999,,B,,,
14000,,B,,,
14001,,B,,,
14002,,B,,,
14003,,B,,,
14004,,B,,,
14005,,B,,,
14006,,B,,,
14007,,B,,,
14008,,B,,,
14009,,B,,,
14010,,B,,,
14011,,B,,,
14012,,B,,,
14013,,B,,,
14014,,B,,,
14015,,B,,,
14016,,B,,,
14017,,B,,,
14018,,B,,,
14019,,B,,,
14020,,B,,,
14021,,B,,,
14022,,B,,,
14023,,B,,,
14024,,B,,,
14025,,B,,,
14026,,B,,,
14027,,B,,,
14028,,B,,,
14029,,B,,,
14030,,B,,,
14031,,B,,,
14032,,B,,,
14033,,B,,,
14034,,B,,,
14035,,B,,,
14036,,B,,,
14037,,B,,,
14038,,B,,,
14039,,B,,,
14070,,B,,,
14071,,B,,,
14072,,B,,,
14073,,B,,,
14074,,B,,,
14075,,B,,,
14076,,B,,,
14077,,B,,,
14078,,B,,,
14079,,B,,,
14080,,B,,,
14081,,B,,,
14082,,B,,,
14083,,B,,,
14084,,B,,,
14085,,B,,,
14086,,B,,,
14087,,B,,,
14088,,B,,,
14089,,B,,,
14090,,B,,,
14091,,B,,,
14092,,B,,,
14093,,B,,,
14094,,B,,,
14095,,B,,,
14096,,B,,,
14097,,B,,,
14098,,B,,,
14099,,B,,,
14100,,B,,,
14101,,B,,,
14102,,B,,,
14103,,B,,,
14104,,B,,,
14105,,B,,,
14106,,B,,,
14107,,B,,,
14108,,B,,,
14109,,B,,,
14110,,B,,,
14111,,B,,,
14112,,B,,,
14113,,B,,,
14114,,B,,,
14115,,B,,,
14116,,B,,,
14117,,B,,,
14118,,B,,,
14119,,B,,,
14120,,B,,,
14121,,B,,,
14122,,B,,,
14123,,B,,,
14124,,B,,,
14125,,B,,,
14126,,B,,,
14127,,B,,,
14128,,B,,,
14129,,B,,,
14130,,B,,,
14131,,B,,,
14132,,B,,,
14133,,B,,,
14134,,B,,,
14135,,B,,,
14136,,B,,,
14137,,B,,,
14138,,B,,,
14139,,B,,,
14140,,B,,,
14141,,B,,,
14142,,B,,,
14143,,B,,,
14144,,B,,,
14145,,B,,,
14146,,B,,,
14147,,B,,,
14148,,B,,,
14149,,B,,,
14150,,B,,,
14151,,B,,,
14152,,B,,,
14153,,B,,,
14154,,B,,,
14155,,B,,,
14156,,B,,,
14157,,B,,,
14158,,B,,,
14159,,B,,,
14160,,B,,,
14161,,B,,,
14162,,B,,,
14163,,B,,,
14164,,B,,,
14165,,B,,,
14166,,B,,,
14167,,B,,,
14168,,B,,,
14169,,B,,,
14170,,B,,,
14171,,B,,,
14172,,B,,,
14173,,B,,,
14174,,B,,,
14175,,B,,,
14176,,B,,,
14177,,B,,,
14178,,B,,,
14179,,B,,,
14180,,B,,,
14181,,B,,,
14182,,B,,,
14183,,B,,,
14184,,B,,,
14185,,B,,,
14186,,B,,,
14187,,B,,,
14188,,B,,,
14189,,B,,,
14190,,B,,,
14191,,B,,,
14192,,B,,,
14193,,B,,,
14194,,B,,,
14195,,B,,,
14196,,B,,,
14197,,B,,,
14198,,B,,,
14199,,B,,,
14200,,B,,,
14201,,B,,,
14202,,B,,,
14203,,B,,,
14204,,B,,,
14205,,B,,,
14206,,B,,,
14207,,B,,,
14208,,B,,,
14209,,B,,,
14210,,B,,,
14211,,B,,,
14212,,B,,,
14213,,B,,,
14214,,B,,,
14215,,B,,,
14216,,B,,,
14217,,B,,,
14218,,B,,,
14219,,B,,,
14220,,B,,,
14221,,B,,,
14222,,B,,,
14223,,B,,,
14224,,B,,,
14225,,B,,,
14226,,B,,,
14227,,B,,,
14228,,B,,,
14229,,B,,,
14230,,B,,,
14231,,B,,,
14232,,B,,,
14233,,B,,,
14234,,B,,,
14235,,B,,,
14236,,B,,,
14237,,B,,,
14238,,B,,,
14239,,B,,,
14240,,B,,,
14241,,B,,,
14242,,B,,,
14243,,B,,,
14244,,B,,,
14245,,B,,,
14246,,B,,,
14247,,B,,,
14248,,B,,,
14249,,B,,,
14250,,B,,,
14251,,B,,,
14252,,B,,,
14253,,B,,,
14254,,B,,,
14255,,B,,,
14256,,B,,,
14257,,B,,,
14258,,B,,,
14259,,B,,,
14260,,B,,,
14261,,B,,,
14262,,B,,,
14263,,B,,,
14264,,B,,,
14265,,B,,,
14266,,B,,,
14267,,B,,,
14268,,B,,,
14269,,B,,,
14270,,B,,,
14271,,B,,,
14272,,B,,,
14273,,B,,,
14274,,B,,,
14275,,B,,,
14276,,B,,,
14277,,B,,,
14278,,B,,,
14279,,B,,,
14280,,B,,,
14281,,B,,,
14282,,B,,,
14283,,B,,,
14284,,B,,,
14285,,B,,,
14286,,B,,,
14287,,B,,,
14288,,B,,,
14289,,B,,,
14290,,B,,,
14291,,B,,,
14292,,B,,,
14293,,B,,,
14294,,B,,,
14295,,B,,,
14296,,B,,,
14297,,B,,,
14298,,B,,,
14299,,B,,,
14300,,B,,,
14301,,B,,,
14302,,B,,,
14303,,B,,,
14304,,B,,,
14305,,B,,,
14306,,B,,,
14307,,B,,,
14308,,B,,,
14309,,B,,,
14310,,B,,,
14311,,B,,,
14312,,B,,,
14313,,B,,,
14314,,B,,,
14315,,B,,,
14316,,B,,,
14317,,B,,,
14318,,B,,,
14319,,B,,,
14320,,B,,,
14321,,B,,,
14322,,B,,,
14323,,B,,,
14324,,B,,,
14325,,B,,,
14326,,B,,,
14327,,B,,,
14328,,B,,,
14329,,B,,,
14330,,B,,,
14331,,B,,,
14332,,B,,,
14333,,B,,,
14334,,B,,,
14335,,B,,,
14336,,B,,,
14337,,B,,,
14338,,B,,,
14339,,B,,,
14340,,B,,,
14341,,B,,,
14342,,B,,,
14343,,B,,,
14344,,B,,,
14345,,B,,,
14346,,B,,,
14347,,B,,,
14348,,B,,,
14349,,B,,,
14350,,B,,,
14351,,B,,,
14352,,B,,,
14353,,B,,,
14354,,B,,,
14355,,B,,,
14356,,B,,,
14357,,B,,,
14358,,B,,,
14359,,B,,,
14360,,B,,,
14361,,B,,,
14362,,B,,,
14363,,B,,,
14364,,B,,,
14365,,B,,,
14366,,B,,,
14367,,B,,,
14368,,B,,,
14369,,B,,,
14400,,B,,,
14401,,B,,,
14402,,B,,,
14403,,B,,,
14404,,B,,,
14405,,B,,,
14406,,B,,,
14407,,B,,,
14408,,B,,,
14409,,B,,,
14410,,B,,,
14411,,B,,,
14412,,B,,,
14413,,B,,,
14414,,B,,,
14415,,B,,,
14416,,B,,,
14417,,B,,,
14418,,B,,,
14419,,B,,,
14420,,B,,,
14421,,B,,,
14422,,B,,,
14423,,B,,,
14424,,B,,,
14425,,B,,,
14426,,B,,,
14427,,B,,,
14428,,B,,,
14429,,B,,,
14430,,B,,,
14431,,B,,,
14432,,B,,,
14433,,B,,,
14434,,B,,,
14435,,B,,,
14436,,B,,,
14437,,B,,,
14438,,B,,,
14439,,B,,,
14440,,B,,,
14441,,B,,,
14442,,B,,,
14443,,B,,,
14444,,B,,,
14445,,B,,,
14446,,B,,,
14447,,B,,,
14448,,B,,,
14449,,B,,,
14450,,B,,,
14451,,B,,,
14452,,B,,,
14453,,B,,,
14454,,B,,,
14455,,B,,,
14456,,B,,,
14457,,B,,,
14458,,B,,,
14459,,B,,,
14460,,B,,,
14461,,B,,,
14462,,B,,,
14463,,B,,,
14464,,B,,,
14465,,B,,,
14466,,B,,,
14467,,B,,,
14468,,B,,,
14469,,B,,,
14470,,B,,,
14471,,B,,,
14472,,B,,,
14473,,B,,,
14474,,B,,,
14475,,B,,,
14476,,B,,,
14477,,B,,,
14478,,B,,,
14479,,B,,,
14480,,B,,,
14481,,B,,,
14482,,B,,,
14483,,B,,,
14484,,B,,,
14485,,B,,,
14486,,B,,,
14487,,B,,,
14488,,B,,,
14489,,B,,,
14490,,B,,,
14491,,B,,,
14492,,B,,,
14493,,B,,,
14494,,B,,,
14495,,B,,,
14496,,B,,,
14497,,B,,,
14498,,B,,,
14499,,B,,,
14500,,B,,,
14501,,B,,,
14502,,B,,,
14503,,B,,,
14504,,B,,,
14505,,B,,,
14506,,B,,,
14507,,B,,,
14508,,B,,,
14509,,B,,,
14510,,B,,,
14511,,B,,,
14512,,B,,,
14513,,B,,,
14514,,B,,,
14515,,B,,,
14516,,B,,,
14517,,B,,,
14518,,B,,,
14519,,B,,,
14520,,B,,,
14521,,B,,,
14522,,B,,,
14523,,B,,,
14524,,B,,,
14525,,B,,,
14526,,B,,,
14527,,B,,,
14528,,B,,,
14529,,B,,,
14530,,B,,,
14531,,B,,,
14532,,B,,,
14533,,B,,,
14534,,B,,,
14535,,B,,,
14536,,B,,,
14537,,B,,,
14538,,B,,,
14539,,B,,,
14540,,B,,,
14541,,B,,,
14542,,B,,,
14543,,B,,,
14544,,B,,,
14545,,B,,,
14546,,B,,,
14547,,B,,,
14548,,B,,,
14549,,B,,,
14550,,B,,,
14551,,B,,,
14552,,B,,,
14553,,B,,,
14554,,B,,,
14555,,B,,,
14556,,B,,,
14557,,B,,,
14558,,B,,,
14559,,B,,,
14560,,B,,,
14561,,B,,,
14562,,B,,,
14563,,B,,,
14564,,B,,,
14565,,B,,,
14566,,B,,,
14567,,B,,,
14568,,B,,,
14569,,B,,,
14570,,B,,,
14571,,B,,,
14572,,B,,,
14573,,B,,,
14574,,B,,,
14575,,B,,,
14576,,B,,,
14577,,B,,,
14578,,B,,,
14579,,B,,,
14580,,B,,,
14581,,B,,,
14582,,B,,,
14583,,B,,,
14584,,B,,,
14585,,B,,,
14586,,B,,,
14587,,B,,,
14588,,B,,,
14589,,B,,,
14590,,B,,,
14591,,B,,,
14592,,B,,,
14593,,B,,,
14594,,B,,,
14595,,B,,,
14596,,B,,,
14597,,B,,,
14598,,B,,,
14599,,B,,,
14600,,B,,,
14601,,B,,,
14602,,B,,,
14603,,B,,,
14604,,B,,,
14605,,B,,,
14606,,B,,,
14607,,B,,,
14608,,B,,,
14609,,B,,,
14610,,B,,,
14611,,B,,,
14612,,B,,,
14613,,B,,,
14614,,B,,,
14615,,B,,,
14616,,B,,,
14617,,B,,,
14618,,B,,,
14619,,B,,,
14620,,B,,,
14621,,B,,,
14622,,B,,,
14623,,B,,,
14624,,B,,,
14625,,B,,,
14626,,B,,,
14627,,B,,,
14628,,B,,,
14629,,B,,,
14630,,B,,,
14631,,B,,,
14632,,B,,,
14633,,B,,,
14634,,B,,,
14635,,B,,,
14636,,B,,,
14637,,B,,,
14638,,B,,,
14639,,B,,,
14640,,B,,,
14641,,B,,,
14642,,B,,,
14643,,B,,,
14644,,B,,,
14645,,B,,,
14646,,B,,,
14647,,B,,,
14648,,B,,,
14649,,B,,,
14650,,B,,,
14651,,B,,,
14652,,B,,,
14653,,B,,,
14654,,B,,,
14655,,B,,,
14656,,B,,,
14657,,B,,,
14658,,B,,,
14659,,B,,,
14660,,B,,,
14661,,B,,,
14662,,B,,,
14663,,B,,,
14664,,B,,,
14665,,B,,,
14666,,B,,,
14667,,B,,,
14668,,B,,,
14669,,B,,,
14670,,B,,,
14671,,B,,,
14672,,B,,,
14673,,B,,,
14674,,B,,,
14675,,B,,,
14676,,B,,,
14677,,B,,,
14678,,B,,,
14679,,B,,,
14680,,B,,,
14681,,B,,,
14682,,B,,,
14683,,B,,,
14684,,B,,,
14685,,B,,,
14686,,B,,,
14687,,B,,,
14688,,B,,,
14689,,B,,,
14690,,B,,,
14691,,B,,,
14692,,B,,,
14693,,B,,,
14694,,B,,,
14695,,B,,,
14696,,B,,,
14697,,B,,,
14698,,B,,,
14699,,B,,,
14730,,B,,,
14731,,B,,,
14732,,B,,,
14733,,B,,,
14734,,B,,,
14735,,B,,,
14736,,B,,,
14737,,B,,,
14738,,B,,,
14739,,B,,,
14740,,B,,,
14741,,B,,,
14742,,B,,,
14743,,B,,,
14744,,B,,,
14745,,B,,,
14746,,B,,,
14747,,B,,,
14748,,B,,,
14749,,B,,,
14750,,B,,,
14751,,B,,,
14752,,B,,,
14753,,B,,,
14754,,B,,,
14755,,B,,,
14756,,B,,,
14757,,B,,,
14758,,B,,,
14759,,B,,,
14760,,B,,,
14761,,B,,,
14762,,B,,,
14763,,B,,,
14764,,B,,,
14765,,B,,,
14766,,B,,,
14767,,B,,,
14768,,B,,,
14769,,B,,,
14770,,B,,,
14771,,B,,,
14772,,B,,,
14773,,B,,,
14774,,B,,,
14775,,B,,,
14776,,B,,,
14777,,B,,,
14778,,B,,,
14779,,B,,,
14780,,B,,,
14781,,B,,,
14782,,B,,,
14783,,B,,,
14784,,B,,,
14785,,B,,,
14786,,B,,,
14787,,B,,,
14788,,B,,,
14789,,B,,,
14790,,B,,,
14791,,B,,,
14792,,B,,,
14793,,B,,,
14794,,B,,,
14795,,B,,,
14796,,B,,,
14797,,B,,,
14798,,B,,,
14799,,B,,,
14800,,B,,,
14801,,B,,,
14802,,B,,,
14803,,B,,,
14804,,B,,,
14805,,B,,,
14806,,B,,,
14807,,B,,,
14808,,B,,,
14809,,B,,,
14810,,B,,,
14811,,B,,,
14812,,B,,,
14813,,B,,,
14814,,B,,,
14815,,B,,,
14816,,B,,,
14817,,B,,,
14818,,B,,,
14819,,B,,,
14820,,B,,,
14821,,B,,,
14822,,B,,,
14823,,B,,,
14824,,B,,,
14825,,B,,,
14826,,B,,,
14827,,B,,,
14828,,B,,,
14829,,B,,,
14830,,B,,,
14831,,B,,,
14832,,B,,,
14833,,B,,,
14834,,B,,,
14835,,B,,,
14836,,B,,,
14837,,B,,,
14838,,B,,,
14839,,B,,,
14840,,B,,,
14841,,B,,,
14842,,B,,,
14843,,B,,,
14844,,B,,,
14845,,B,,,
14846,,B,,,
14847,,B,,,
14848,,B,,,
14849,,B,,,
14850,,B,,,
14851,,B,,,
14852,,B,,,
14853,,B,,,
14854,,B,,,
14855,,B,,,
14856,,B,,,
14857,,B,,,
14858,,B,,,
14859,,B,,,
14860,,B,,,
14861,,B,,,
14862,,B,,,
14863,,B,,,
14864,,B,,,
14865,,B,,,
14866,,B,,,
14867,,B,,,
14868,,B,,,
14869,,B,,,
14870,,B,,,
14871,,B,,,
14872,,B,,,
14873,,B,,,
14874,,B,,,
14875,,B,,,
14876,,B,,,
14877,,B,,,
14878,,B,,,
14879,,B,,,
14880,,B,,,
14881,,B,,,
14882,,B,,,
14883,,B,,,
14884,,B,,,
14885,,B,,,
14886,,B,,,
14887,,B,,,
14888,,B,,,
14889,,B,,,
14890,,B,,,
14891,,B,,,
14892,,B,,,
14893,,B,,,
14894,,B,,,
14895,,B,,,
14896,,B,,,
14897,,B,,,
14898,,B,,,
14899,,B,,,
14900,,B,,,
14901,,B,,,
14902,,B,,,
14903,,B,,,
14904,,B,,,
14905,,B,,,
14906,,B,,,
14907,,B,,,
14908,,B,,,
14909,,B,,,
14910,,B,,,
14911,,B,,,
14912,,B,,,
14913,,B,,,
14914,,B,,,
14915,,B,,,
14916,,B,,,
14917,,B,,,
14918,,B,,,
14919,,B,,,
14920,,B,,,
14921,,B,,,
14922,,B,,,
14923,,B,,,
14924,,B,,,
14925,,B,,,
14926,,B,,,
14927,,B,,,
14928,,B,,,
14929,,B,,,
14930,,B,,,
14931,,B,,,
14932,,B,,,
14933,,B,,,
14934,,B,,,
14935,,B,,,
14936,,B,,,
14937,,B,,,
14938,,B,,,
14939,,B,,,
14940,,B,,,
14941,,B,,,
14942,,B,,,
14943,,B,,,
14944,,B,,,
14945,,B,,,
14946,,B,,,
14947,,B,,,
14948,,B,,,
14949,,B,,,
14950,,B,,,
14951,,B,,,
14952,,B,,,
14953,,B,,,
14954,,B,,,
14955,,B,,,
14956,,B,,,
14957,,B,,,
14958,,B,,,
14959,,B,,,
14960,,B,,,
14961,,B,,,
14962,,B,,,
14963,,B,,,
14964,,B,,,
14965,,B,,,
14966,,B,,,
14967,,B,,,
14968,,B,,,
14969,,B,,,
14970,,B,,,
14971,,B,,,
14972,,B,,,
14973,,B,,,
14974,,B,,,
14975,,B,,,
14976,,B,,,
14977,,B,,,
14978,,B,,,
14979,,B,,,
14980,,B,,,
14981,,B,,,
14982,,B,,,
14983,,B,,,
14984,,B,,,
14985,,B,,,
14986,,B,,,
14987,,B,,,
14988,,B,,,
14989,,B,,,
14990,,B,,,
14991,,B,,,
14992,,B,,,
14993,,B,,,
14994,,B,,,
14995,,B,,,
14996,,B,,,
14997,,B,,,
14998,,B,,,
14999,,B,,,
15000,,B,,,
15001,,B,,,
15002,,B,,,
15003,,B,,,
15004,,B,,,
15005,,B,,,
15006,,B,,,
15007,,B,,,
15008,,B,,,
15009,,B,,,
15010,,B,,,
15011,,B,,,
15012,,B,,,
15013,,B,,,
15014,,B,,,
15015,,B,,,
15016,,B,,,
15017,,B,,,
15018,,B,,,
15019,,B,,,
15020,,B,,,
15021,,B,,,
15022,,B,,,
15023,,B,,,
15024,,B,,,
15025,,B,,,
15026,,B,,,
15027,,B,,,
15028,,B,,,
15029,,B,,,
15060,,B,,,
15061,,B,,,
15062,,B,,,
15063,,B,,,
15064,,B,,,
15065,,B,,,
15066,,B,,,
15067,,B,,,
15068,,B,,,
15069,,B,,,
15070,,B,,,
15071,,B,,,
15072,,B,,,
15073,,B,,,
15074,,B,,,
15075,,B,,,
15076,,B,,,
15077,,B,,,
15078,,B,,,
15079,,B,,,
15080,,B,,,
15081,,B,,,
15082,,B,,,
15083,,B,,,
15084,,B,,,
15085,,B,,,
15086,,B,,,
15087,,B,,,
15088,,B,,,
15089,,B,,,
15090,,B,,,
15091,,B,,,
15092,,B,,,
15093,,B,,,
15094,,B,,,
15095,,B,,,
15096,,B,,,
15097,,B,,,
15098,,B,,,
15099,,B,,,
15100,,B,,,
15101,,B,,,
15102,,B,,,
15103,,B,,,
15104,,B,,,
15105,,B,,,
15106,,B,,,
15107,,B,,,
15108,,B,,,
15109,,B,,,
15110,,B,,,
15111,,B,,,
15112,,B,,,
15113,,B,,,
15114,,B,,,
15115,,B,,,
15116,,B,,,
15117,,B,,,
15118,,B,,,
15119,,B,,,
15120,,B,,,
15121,,B,,,
15122,,B,,,
15123,,B,,,
15124,,B,,,
15125,,B,,,
15126,,B,,,
15127,,B,,,
15128,,B,,,
15129,,B,,,
15130,,B,,,
15131,,B,,,
15132,,B,,,
15133,,B,,,
15134,,B,,,
15135,,B,,,
15136,,B,,,
15137,,B,,,
15138,,B,,,
15139,,B,,,
15140,,B,,,
15141,,B,,,
15142,,B,,,
15143,,B,,,
15144,,B,,,
15145,,B,,,
15146,,B,,,
15147,,B,,,
15148,,B,,,
15149,,B,,,
15150,,B,,,
15151,,B,,,
15152,,B,,,
15153,,B,,,
15154,,B,,,
15155,,B,,,
15156,,B,,,
15157,,B,,,
15158,,B,,,
15159,,B,,,
15160,,B,,,
15161,,B,,,
15162,,B,,,
15163,,B,,,
15164,,B,,,
15165,,B,,,
15166,,B,,,
15167,,B,,,
15168,,B,,,
15169,,B,,,
15170,,B,,,
15171,,B,,,
15172,,B,,,
15173,,B,,,
15174,,B,,,
15175,,B,,,
15176,,B,,,
15177,,B,,,
15178,,B,,,
15179,,B,,,
15180,,B,,,
15181,,B,,,
15182,,B,,,
15183,,B,,,
15184,,B,,,
15185,,B,,,
15186,,B,,,
15187,,B,,,
15188,,B,,,
15189,,B,,,
15190,,B,,,
15191,,B,,,
15192,,B,,,
15193,,B,,,
15194,,B,,,
15195,,B,,,
15196,,B,,,
15197,,B,,,
15198,,B,,,
15199,,B,,,
15200,,B,,,
15201,,B,,,
15202,,B,,,
15203,,B,,,
15204,,B,,,
15205,,B,,,
15206,,B,,,
15207,,B,,,
15208,,B,,,
15209,,B,,,
15210,,B,,,
15211,,B,,,
15212,,B,,,
15213,,B,,,
15214,,B,,,
15215,,B,,,
15216,,B,,,
15217,,B,,,
15218,,B,,,
15219,,B,,,
15220,,B,,,
15221,,B,,,
15222,,B,,,
15223,,B,,,
15224,,B,,,
15225,,B,,,
15226,,B,,,
15227,,B,,,
15228,,B,,,
15229,,B,,,
15230,,B,,,
15231,,B,,,
15232,,B,,,
15233,,B,,,
15234,,B,,,
15235,,B,,,
15236,,B,,,
15237,,B,,,
15238,,B,,,
15239,,B,,,
15240,,B,,,
15241,,B,,,
15242,,B,,,
15243,,B,,,
15244,,B,,,
15245,,B,,,
15246,,B,,,
15247,,B,,,
15248,,B,,,
15249,,B,,,
15250,,B,,,
15251,,B,,,
15252,,B,,,
15253,,B,,,
15254,,B,,,
15255,,B,,,
15256,,B,,,
15257,,B,,,
15258,,B,,,
15259,,B,,,
15260,,B,,,
15261,,B,,,
15262,,B,,,
15263,,B,,,
15264,,B,,,
15265,,B,,,
15266,,B,,,
15267,,B,,,
15268,,B,,,
15269,,B,,,
15270,,B,,,
15271,,B,,,
15272,,B,,,
15273,,B,,,
15274,,B,,,
15275,,B,,,
15276,,B,,,
15277,,B,,,
15278,,B,,,
15279,,B,,,
15280,,B,,,
15281,,B,,,
15282,,B,,,
15283,,B,,,
15284,,B,,,
15285,,B,,,
15286,,B,,,
15287,,B,,,
15288,,B,,,
15289,,B,,,
15290,,B,,,
15291,,B,,,
15292,,B,,,
15293,,B,,,
15294,,B,,,
15295,,B,,,
15296,,B,,,
15297,,B,,,
15298,,B,,,
15299,,B,,,
15300,,B,,,
15301,,B,,,
15302,,B,,,
15303,,B,,,
15304,,B,,,
15305,,B,,,
15306,,B,,,
15307,,B,,,
15308,,B,,,
15309,,B,,,
15310,,B,,,
15311,,B,,,
15312,,B,,,
15313,,B,,,
15314,,B,,,
15315,,B,,,
15316,,B,,,
15317,,B,,,
15318,,B,,,
15319,,B,,,
15320,,B,,,
15321,,B,,,
15322,,B,,,
15323,,B,,,
15324,,B,,,
15325,,B,,,
15326,,B,,,
15327,,B,,,
15328,,B,,,
15329,,B,,,
15330,,B,,,
15331,,B,,,
15332,,B,,,
15333,,B,,,
15334,,B,,,
15335,,B,,,
15336,,B,,,
15337,,B,,,
15338,,B,,,
15339,,B,,,
15340,,B,,,
15341,,B,,,
15342,,B,,,
15343,,B,,,
15344,,B,,,
15345,,B,,,
15346,,B,,,
15347,,B,,,
